lote_id,osm_type,osm_id,nombre_original,categoria_preliminar,etiqueta_osm,latitud,longitud,datos_osm,categoria_oficial,categoria_slug_destino,subcategoria_nombre,subcategoria_slug_destino,confianza_mapeo,estado_importacion,motivo_observacion,publicable_propuesto
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963648,Broster House,Alimentos y bebidas,fast_food,0.8109237,-77.7193667,"{""name"":""Broster House"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963649,Bucattos D Italia,Alimentos y bebidas,restaurant,0.8188581,-77.7100781,"{""name"":""Bucattos D Italia"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,5783668082,Cafe late,Alimentos y bebidas,cafe,0.8138257,-77.7170837,"{""name"":""Cafe late"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,605674353,Cafeteria,Alimentos y bebidas,cafe,0.8045394,-77.7308925,"{""name"":""Cafeteria"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607543467,Cafeteria,Alimentos y bebidas,cafe,0.7979987,-77.7367432,"{""name"":""Cafeteria"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478627,Cafeteria,Alimentos y bebidas,cafe,0.79548,-77.7389775,"{""name"":""Cafeteria"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610604714,Cafeteria,Alimentos y bebidas,cafe,0.7952864,-77.7392919,"{""name"":""Cafeteria"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963651,Café Tulcán,Alimentos y bebidas,cafe,0.8125945,-77.7169896,"{""name"":""Café Tulcán"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4945548925,Campo Real,Alimentos y bebidas,restaurant,0.8176577,-77.7140547,"{""name"":""Campo Real"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,11670120769,Campo y sabor,Alimentos y bebidas,restaurant,0.8177185,-77.7139348,"{""name"":""Campo y sabor"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610703100,Carbonero de Piedra,Alimentos y bebidas,fast_food,0.8152955,-77.7161924,"{""name"":""Carbonero de Piedra"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,609585629,Casa China,Alimentos y bebidas,restaurant,0.8029544,-77.7298873,"{""name"":""Casa China"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,7706488985,Casa Montenegro Revelo,Alimentos y bebidas,cafe,0.7925955,-77.735877,"{""name"":""Casa Montenegro Revelo"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963655,Casa Nuestra,Alimentos y bebidas,cafe,0.8119995,-77.7144881,"{""name"":""Casa Nuestra"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963658,Centenario Internacional,Alimentos y bebidas,restaurant,0.8044271,-77.7282603,"{""name"":""Centenario Internacional"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,1529748627,Centro de Faenamiento de Tulcán,Alimentos y bebidas,butcher,0.7872287,-77.7266274,"{""name"":""Centro de Faenamiento de Tulcán"",""shop"":""butcher""}",Comida y bebidas,comida-bebidas,,,baja,observado,Centro de faenamiento; requiere revisión manual antes de clasificar.,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4937547130,Cepeda Paz Teresa de Jesús,Alimentos y bebidas,beverages,0.8097484,-77.7181872,"{""name"":""Cepeda Paz Teresa de Jesús"",""shop"":""beverages""}",Comida y bebidas,comida-bebidas,Bares y bebidas,bares-bebidas,media,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963659,Cevicheria Cuatro Ases,Alimentos y bebidas,restaurant,0.8174309,-77.7157285,"{""name"":""Cevicheria Cuatro Ases"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963660,Cevicheria Cuatro Ases,Alimentos y bebidas,seafood,0.8221574,-77.7062951,"{""name"":""Cevicheria Cuatro Ases"",""shop"":""seafood"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,baja,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4978385822,Cevicheria la playa,Alimentos y bebidas,restaurant,0.8000252,-77.7281656,"{""name"":""Cevicheria la playa"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,11467754869,"Cevichería ""El Papi""",Alimentos y bebidas,restaurant,0.7963434,-77.7345027,"{""name"":""Cevichería \""El Papi\"""",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,6338092185,Ceviches al paso,Alimentos y bebidas,fast_food,0.8127442,-77.715483,"{""name"":""Ceviches al paso"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963657,Ceviches de la Rumiñahui,Alimentos y bebidas,restaurant,0.8216455,-77.707757,"{""name"":""Ceviches de la Rumiñahui"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4951853921,Cheers,Alimentos y bebidas,restaurant,0.8192245,-77.7095378,"{""name"":""Cheers"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4978422027,Chifa Danubio,Alimentos y bebidas,restaurant,0.8017388,-77.7271824,"{""name"":""Chifa Danubio"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4341639691,Chifa Pack Choy,Alimentos y bebidas,restaurant,0.8115932,-77.7184885,"{""name"":""Chifa Pack Choy"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4978421921,Club 70,Alimentos y bebidas,fast_food,0.8009053,-77.7313369,"{""name"":""Club 70"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,5042033323,Coca Cola CEDI Tulcán,Alimentos y bebidas,beverages,0.8213932,-77.7025697,"{""name"":""Coca Cola CEDI Tulcán"",""shop"":""beverages""}",Comida y bebidas,comida-bebidas,Bares y bebidas,bares-bebidas,media,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478752,Comida Rápida,Alimentos y bebidas,cafe,0.8025668,-77.730812,"{""name"":""Comida Rápida"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4249631189,Cuyes y Gallinas Asadas,Alimentos y bebidas,restaurant,0.8184086,-77.708501,"{""name"":""Cuyes y Gallinas Asadas"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610604711,D'mimos,Alimentos y bebidas,cafe,0.7949917,-77.7385571,"{""name"":""D'mimos"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963663,Dubai,Alimentos y bebidas,restaurant,0.8132984,-77.7140938,"{""name"":""Dubai"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,605674357,El BUEN SABOR,Alimentos y bebidas,restaurant,0.8042934,-77.7307239,"{""name"":""El BUEN SABOR"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478618,El BUEN SABOR,Alimentos y bebidas,restaurant,0.7950959,-77.7384717,"{""name"":""El BUEN SABOR"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,606860322,El Volcán,Alimentos y bebidas,restaurant,0.8132286,-77.7141221,"{""name"":""El Volcán"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13573974347,Este Pancito,Alimentos y bebidas,bakery,0.7878397,-77.7439981,"{""name"":""Este Pancito"",""shop"":""bakery""}",Comida y bebidas,comida-bebidas,Panaderías,panaderias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963669,Extrapan 2,Alimentos y bebidas,fast_food,0.8204722,-77.7080219,"{""name"":""Extrapan 2"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607577538,Fortuna'z,Alimentos y bebidas,restaurant,0.7976271,-77.7342869,"{""name"":""Fortuna'z"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963672,Fortuna'z,Alimentos y bebidas,restaurant,0.7975893,-77.7343525,"{""name"":""Fortuna'z"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,9833949804,Gastro Lab,Alimentos y bebidas,restaurant,0.8039037,-77.7349115,"{""name"":""Gastro Lab"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963679,Kroky Broaster Chicken,Alimentos y bebidas,fast_food,0.8039479,-77.7275513,"{""name"":""Kroky Broaster Chicken"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963680,La Delicia,Alimentos y bebidas,restaurant,0.8175319,-77.7136621,"{""name"":""La Delicia"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,5302670921,La Lasaña Romana,Alimentos y bebidas,fast_food,0.8166791,-77.7128838,"{""name"":""La Lasaña Romana"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,12413394702,La Spezia Pizza,Alimentos y bebidas,restaurant,0.8191596,-77.7097043,"{""name"":""La Spezia Pizza"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4403257789,Las Delicias de Doña Nidia,Alimentos y bebidas,restaurant,0.8113428,-77.7148126,"{""name"":""Las Delicias de Doña Nidia"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963688,Lucky,Alimentos y bebidas,restaurant,0.8172286,-77.7145312,"{""name"":""Lucky"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963690,Lumar,Alimentos y bebidas,restaurant,0.8112705,-77.7186982,"{""name"":""Lumar"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329963692,Mamá Rosita,Alimentos y bebidas,restaurant,0.8198981,-77.708768,"{""name"":""Mamá Rosita"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,605459995,Mamá Rosita,Alimentos y bebidas,restaurant,0.8202839,-77.7085915,"{""name"":""Mamá Rosita"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4613245192,Mega Pan,Alimentos y bebidas,bakery,0.8154008,-77.716521,"{""name"":""Mega Pan"",""shop"":""bakery""}",Comida y bebidas,comida-bebidas,Panaderías,panaderias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329967295,Miramar,Alimentos y bebidas,restaurant,0.7953977,-77.7379327,"{""name"":""Miramar"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,11467750969,Miramar,Alimentos y bebidas,restaurant,0.7949321,-77.7386176,"{""name"":""Miramar"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,6439624987,Muralla imperial,Alimentos y bebidas,restaurant,0.820192,-77.7077282,"{""name"":""Muralla imperial"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329967297,Ou La La Delicattesen,Alimentos y bebidas,cafe,0.8122619,-77.717815,"{""name"":""Ou La La Delicattesen"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13573974333,Pan de casa,Alimentos y bebidas,bakery,0.7901369,-77.7432468,"{""name"":""Pan de casa"",""shop"":""bakery""}",Comida y bebidas,comida-bebidas,Panaderías,panaderias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607543475,Panadería,Alimentos y bebidas,bakery,0.7982582,-77.7342448,"{""name"":""Panadería"",""shop"":""bakery""}",Comida y bebidas,comida-bebidas,Panaderías,panaderias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4978421923,Panadería jhoana,Alimentos y bebidas,bakery,0.801374,-77.7310202,"{""name"":""Panadería jhoana"",""shop"":""bakery""}",Comida y bebidas,comida-bebidas,Panaderías,panaderias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4978421922,Papas Asadas Rosita,Alimentos y bebidas,fast_food,0.8002701,-77.7315174,"{""name"":""Papas Asadas Rosita"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329967300,Patio de Comida San Francisco,Alimentos y bebidas,restaurant,0.8138942,-77.7170161,"{""name"":""Patio de Comida San Francisco"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610704640,Pizza Luky,Alimentos y bebidas,fast_food,0.8128635,-77.7181959,"{""name"":""Pizza Luky"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,11467754569,Pizza Mario,Alimentos y bebidas,fast_food,0.7968177,-77.7358076,"{""name"":""Pizza Mario"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329967302,Pollos Alf,Alimentos y bebidas,fast_food,0.817291,-77.7134556,"{""name"":""Pollos Alf"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4249650590,Quintalazo,Alimentos y bebidas,restaurant,0.8212167,-77.7059517,"{""name"":""Quintalazo"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607568545,Q´Riko,Alimentos y bebidas,restaurant,0.8065934,-77.7253752,"{""name"":""Q´Riko"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,12854167137,RESTAURANTE ''EL RASTROJO'',Alimentos y bebidas,restaurant,0.7890078,-77.7037973,"{""name"":""RESTAURANTE ''EL RASTROJO''"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329967305,Rancho San Antonio de Tulcán,Alimentos y bebidas,restaurant,0.8207985,-77.7110863,"{""name"":""Rancho San Antonio de Tulcán"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610363171,Restaurante,Alimentos y bebidas,restaurant,0.8033104,-77.7293885,"{""name"":""Restaurante"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478758,Restaurante,Alimentos y bebidas,restaurant,0.8024601,-77.7302825,"{""name"":""Restaurante"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478753,Restaurante,Alimentos y bebidas,restaurant,0.802518,-77.730691,"{""name"":""Restaurante"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607546191,Restaurante,Alimentos y bebidas,restaurant,0.8019946,-77.7306201,"{""name"":""Restaurante"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478586,Restaurante,Alimentos y bebidas,restaurant,0.8002785,-77.7318064,"{""name"":""Restaurante"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13573974309,Restaurante China 5,Alimentos y bebidas,restaurant,0.7927362,-77.7415552,"{""name"":""Restaurante China 5"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608726519,Restaurante Universitário,Alimentos y bebidas,restaurant,0.8215614,-77.707733,"{""name"":""Restaurante Universitário"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4106711489,Sal y Canela Restaurante,Alimentos y bebidas,restaurant,0.8121348,-77.7178503,"{""name"":""Sal y Canela Restaurante"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13943957563,Salchipapas,Alimentos y bebidas,fast_food,0.825328,-77.7048821,"{""name"":""Salchipapas"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13943957562,Salchipapas,Alimentos y bebidas,fast_food,0.8259812,-77.7036665,"{""name"":""Salchipapas"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13943957561,Salchipapas del coliseo,Alimentos y bebidas,fast_food,0.8260134,-77.7033192,"{""name"":""Salchipapas del coliseo"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329967311,San Luis,Alimentos y bebidas,restaurant,0.8043177,-77.7282717,"{""name"":""San Luis"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13573974395,Santos Pecadores,Alimentos y bebidas,restaurant,0.7960542,-77.736936,"{""name"":""Santos Pecadores"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,5783647086,Tortillas con caucara,Alimentos y bebidas,restaurant,0.8136133,-77.7177843,"{""name"":""Tortillas con caucara"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3329967317,Tradición del Sabor,Alimentos y bebidas,restaurant,0.8152267,-77.714846,"{""name"":""Tradición del Sabor"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13943957554,Venta de mollejas,Alimentos y bebidas,fast_food,0.8042114,-77.7245516,"{""name"":""Venta de mollejas"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13943957560,Venta de salchipapas,Alimentos y bebidas,fast_food,0.7995026,-77.7321814,"{""name"":""Venta de salchipapas"",""amenity"":""fast_food""}",Comida y bebidas,comida-bebidas,Comida rápida,comida-rapida,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610704642,Wawa Negro Cafe,Alimentos y bebidas,cafe,0.8135303,-77.7180934,"{""name"":""Wawa Negro Cafe"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
